"country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"france","lyon","2020-07-25",9519365,"1er Arrondissement",45.76578,4.83619,"Apartment","Entire home/apt",2,1,1,150,1,1125,0,150,4500
"france","lyon","2020-07-25",9521106,"4e Arrondissement",45.77494,4.82248,"Apartment","Private room",2,1,1,55,2,1125,30,NA,0
"france","lyon","2020-07-25",9522827,"1er Arrondissement",45.76674,4.83579,"Apartment","Entire home/apt",2,1,1,80,2,1125,0,80,2400
"france","lyon","2020-07-25",9523049,"7e Arrondissement",45.75052,4.84722,"Apartment","Entire home/apt",2,1,1,47,1,1125,0,47,1410
"france","lyon","2020-07-25",9523068,"1er Arrondissement",45.76656,4.83445,"Apartment","Entire home/apt",4,2,2,70,2,14,0,70,2100
"france","lyon","2020-07-25",9525071,"1er Arrondissement",45.77076,4.81678,"Apartment","Entire home/apt",2,0,1,150,2,1125,29,150,150
"france","lyon","2020-07-25",9525615,"7e Arrondissement",45.73207,4.83832,"Apartment","Private room",2,1,1,160,2,1125,0,160,4800
"france","lyon","2020-07-25",9525674,"6e Arrondissement",45.76503,4.84336,"Apartment","Entire home/apt",4,1,1,200,2,1125,27,200,600
"france","lyon","2020-07-25",9526266,"7e Arrondissement",45.73126,4.83817,"Apartment","Private room",2,1,1,140,2,1125,0,140,4200
"france","lyon","2020-07-25",9526636,"7e Arrondissement",45.72998,4.83724,"Apartment","Private room",2,1,1,120,2,1125,0,120,3600
"france","lyon","2020-07-25",9535864,"4e Arrondissement",45.78167,4.83769,"Apartment","Entire home/apt",2,0,1,55,1,1125,0,55,1650
"france","lyon","2020-07-25",9536309,"4e Arrondissement",45.78068,4.83826,"Apartment","Entire home/apt",2,0,1,55,1,1125,0,55,1650
"france","lyon","2020-07-25",9536800,"5e Arrondissement",45.76472,4.8277,"Apartment","Entire home/apt",2,1,1,69,2,90,0,69,2070
"france","lyon","2020-07-25",9537154,"1er Arrondissement",45.77019,4.81627,"Apartment","Private room",2,1,1,40,1,1125,0,40,1200
"france","lyon","2020-07-25",9537620,"9e Arrondissement",45.76839,4.81233,"Apartment","Entire home/apt",8,2,5,90,3,1125,0,90,2700
"france","lyon","2020-07-25",9538608,"1er Arrondissement",45.77111,4.83662,"Apartment","Entire home/apt",2,0,1,45,1,7,0,45,1350
"france","lyon","2020-07-25",9539913,"9e Arrondissement",45.76671,4.81319,"Apartment","Private room",2,1,1,29,4,1125,0,29,870
"france","lyon","2020-07-25",9553786,"4e Arrondissement",45.775,4.81928,"Apartment","Private room",2,1,1,35,1,1125,0,30,900
"france","lyon","2020-07-25",9557934,"3e Arrondissement",45.75417,4.88002,"Apartment","Entire home/apt",8,2,3,480,1,1125,0,480,14400
"france","lyon","2020-07-25",9558770,"9e Arrondissement",45.76553,4.81741,"Apartment","Entire home/apt",4,1,2,90,2,1125,20,90,900
"france","lyon","2020-07-25",9574506,"3e Arrondissement",45.7558,4.87347,"Apartment","Entire home/apt",2,1,1,55,3,30,0,55,1650
"france","lyon","2020-07-25",9585062,"7e Arrondissement",45.74569,4.85301,"Apartment","Entire home/apt",4,2,2,80,1,1125,0,80,2400
"france","lyon","2020-07-25",9590557,"2e Arrondissement",45.75901,4.83207,"Apartment","Entire home/apt",4,1,2,220,3,1125,0,220,6600
"france","lyon","2020-07-25",9590741,"6e Arrondissement",45.76565,4.85219,"Condominium","Entire home/apt",3,0,2,64,1,1125,13,63.7647058823529,1084
"france","lyon","2020-07-25",9627283,"5e Arrondissement",45.76309,4.7873,"House","Private room",1,1,1,50,5,1125,0,50,1500
"france","lyon","2020-07-25",9627923,"7e Arrondissement",45.75524,4.84104,"Apartment","Entire home/apt",3,0,2,200,2,1125,0,200,6000
"france","lyon","2020-07-25",9644935,"6e Arrondissement",45.77053,4.84957,"Apartment","Entire home/apt",4,2,2,90,1,1125,0,90,2700
"france","lyon","2020-07-25",9648973,"2e Arrondissement",45.7612,4.83255,"Apartment","Entire home/apt",4,0,2,65,7,1125,0,65,1950
"france","lyon","2020-07-25",9654088,"5e Arrondissement",45.75186,4.78802,"Villa","Entire home/apt",6,3,4,250,4,1125,2,239.285714285714,6700
"france","lyon","2020-07-25",9661878,"6e Arrondissement",45.77082,4.84141,"Apartment","Entire home/apt",4,1,1,236,2,1125,28,236,472
"france","lyon","2020-07-25",9664938,"7e Arrondissement",45.74704,4.84575,"Apartment","Entire home/apt",4,2,2,30,2,1125,0,30,900
"france","lyon","2020-07-25",9682274,"7e Arrondissement",45.74458,4.84733,"Apartment","Entire home/apt",2,1,1,48,1,1125,0,48,1440
"france","lyon","2020-07-25",9683946,"2e Arrondissement",45.75249,4.82871,"Apartment","Private room",2,1,1,50,1,1125,0,50,1500
"france","lyon","2020-07-25",9689404,"6e Arrondissement",45.76611,4.84222,"Other","Entire home/apt",2,1,1,38,4,1125,0,38.6,1158
"france","lyon","2020-07-25",9701005,"6e Arrondissement",45.77151,4.84323,"Apartment","Private room",2,1,1,75,2,1125,0,75,2250
