"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"10968","italy","milan","2020-05-15",24469214,"NAVIGLI",45.45394,9.17248,"Apartment","Entire home/apt",2,1,2,"$140.00",2,15,0,70,2100
"10969","italy","milan","2020-05-15",24472708,"ISOLA",45.48614,9.19107,"Loft","Entire home/apt",1,1,1,"$170.00",3,1000,29,250,250
"10970","italy","milan","2020-05-15",24473123,"GALLARATESE",45.49682,9.11643,"Condominium","Shared room",1,1,1,"$45.00",1,2,0,45,1350
"10971","italy","milan","2020-05-15",24475999,"PARCO SEMPIONE",45.47719,9.18098,"Apartment","Entire home/apt",4,1,1,"$130.00",2,29,7,120,2760
"10972","italy","milan","2020-05-15",24483939,"BICOCCA",45.51362,9.20535,"Apartment","Entire home/apt",5,1,2,"$59.00",1,1125,30,NA,0
"10973","italy","milan","2020-05-15",24484283,"LORETO",45.49216,9.22651,"Apartment","Entire home/apt",2,0,1,"$48.00",1,30,30,NA,0
"10974","italy","milan","2020-05-15",24486385,"MAGENTA - S. VITTORE",45.46799,9.16596,"Apartment","Entire home/apt",4,0,1,"$500.00",1,1125,13,500,8500
"10975","italy","milan","2020-05-15",24489056,"DE ANGELI - MONTE ROSA",45.46746,9.15152,"Apartment","Entire home/apt",4,1,1,"$48.00",2,1124,29,70,70
"10976","italy","milan","2020-05-15",24490359,"VIALE MONZA",45.50574,9.2351,"Apartment","Private room",2,1,1,"$32.00",1,1125,0,30,900
"10977","italy","milan","2020-05-15",24490565,"VIALE MONZA",45.52304,9.22449,"Apartment","Entire home/apt",3,1,2,"$27.00",2,1125,0,30,900
"10978","italy","milan","2020-05-15",24491028,"UMBRIA - MOLISE",45.44885,9.21209,"Apartment","Entire home/apt",2,1,1,"$70.00",1,14,0,55,1650
"10979","italy","milan","2020-05-15",24491187,"TORTONA",45.45266,9.15525,"Apartment","Entire home/apt",3,1,2,"$100.00",4,1125,29,41,41
"10980","italy","milan","2020-05-15",24493264,"DUOMO",45.46085,9.18722,"Apartment","Entire home/apt",4,1,1,"$90.00",1,1125,26,105,420
"10981","italy","milan","2020-05-15",24496463,"TICINESE",45.45456,9.18471,"Apartment","Private room",2,1,2,"$100.00",1,1125,0,50,1500
"10982","italy","milan","2020-05-15",24503635,"LORETO",45.49092,9.2219,"Apartment","Entire home/apt",4,2,4,"$100.00",1,30,30,NA,0
"10983","italy","milan","2020-05-15",24506652,"STADERA",45.43311,9.18374,"Apartment","Shared room",2,1,2,"$23.00",1,7,30,NA,0
"10984","italy","milan","2020-05-15",24509649,"TORTONA",45.456,9.16255,"Condominium","Entire home/apt",4,1,2,"$140.00",3,360,29,99,99
"10985","italy","milan","2020-05-15",24515432,"GARIBALDI REPUBBLICA",45.48336,9.18669,"Apartment","Entire home/apt",2,1,1,"$49.00",1,1125,25,51,255
"10986","italy","milan","2020-05-15",24515553,"BRERA",45.47982,9.18914,"Apartment","Entire home/apt",2,1,1,"$170.00",3,1124,27,180,540
"10987","italy","milan","2020-05-15",24516975,"BUENOS AIRES - VENEZIA",45.47705,9.21029,"Apartment","Entire home/apt",2,1,1,"$85.00",1,7,0,93.3333333333333,2800
"10988","italy","milan","2020-05-15",24518142,"NIGUARDA - CA' GRANDA",45.52491,9.20972,"Condominium","Private room",1,1,1,"$25.00",1,10,30,NA,0
"10989","italy","milan","2020-05-15",24519057,"BUENOS AIRES - VENEZIA",45.48104,9.21101,"Condominium","Entire home/apt",4,1,3,"$75.00",2,31,0,59,1770
"10990","italy","milan","2020-05-15",24521577,"GRECO",45.49645,9.21063,"Apartment","Private room",2,0,1,"$32.00",2,7,0,25,750
"10991","italy","milan","2020-05-15",24526339,"BUENOS AIRES - VENEZIA",45.48342,9.21571,"Condominium","Private room",2,0,1,"$125.00",2,6,23,120,840
"10992","italy","milan","2020-05-15",24528648,"PADOVA",45.49971,9.22381,"Apartment","Entire home/apt",2,1,2,"$40.00",2,1125,29,63,63
"10993","italy","milan","2020-05-15",24536319,"EX OM - MORIVIONE",45.44272,9.19606,"Loft","Private room",2,1,1,"$200.00",1,1125,30,NA,0
"10994","italy","milan","2020-05-15",24536659,"GIAMBELLINO",45.45138,9.1498,"Apartment","Entire home/apt",4,1,2,"$60.00",1,540,0,71.8,2154
"10995","italy","milan","2020-05-15",24537806,"BRERA",45.47387,9.19475,"Apartment","Entire home/apt",10,4,7,"$195.00",3,1125,20,80,800
"10996","italy","milan","2020-05-15",24538591,"DUOMO",45.46137,9.18426,"Condominium","Entire home/apt",2,1,1,"$79.00",1,30,29,85,85
"10997","italy","milan","2020-05-15",24542024,"VILLAPIZZONE",45.4943,9.15243,"Apartment","Entire home/apt",4,1,1,"$90.00",2,29,30,NA,0
"10998","italy","milan","2020-05-15",24549620,"BUENOS AIRES - VENEZIA",45.47813,9.21879,"Apartment","Entire home/apt",4,1,2,"$100.00",2,90,14,69,1104
"10999","italy","milan","2020-05-15",24560658,"LORETO",45.49051,9.22259,"Apartment","Entire home/apt",2,1,1,"$59.00",1,365,30,NA,0
"11000","italy","milan","2020-05-15",24573713,"COMASINA",45.52942,9.16288,"Apartment","Private room",1,1,1,"$35.00",1,1125,29,35,35
"11001","italy","milan","2020-05-15",24585304,"BRERA",45.46841,9.18952,"Apartment","Entire home/apt",4,1,1,"$149.00",2,1125,30,NA,0
"11002","italy","milan","2020-05-15",24585554,"DUOMO",45.46763,9.19123,"Apartment","Entire home/apt",6,2,2,"$219.00",2,1125,30,NA,0
"11003","italy","milan","2020-05-15",24585906,"LORENTEGGIO",45.45236,9.13252,"Condominium","Entire home/apt",4,1,2,"$57.00",1,10,30,NA,0
"11004","italy","milan","2020-05-15",24588147,"MAGENTA - S. VITTORE",45.47106,9.16953,"Apartment","Entire home/apt",4,2,3,"$95.00",2,45,0,160,4800
"11005","italy","milan","2020-05-15",24589547,"WASHINGTON",45.46036,9.15509,"Condominium","Shared room",1,1,1,"$110.00",2,3,0,70,2100
"11006","italy","milan","2020-05-15",24591473,"XXII MARZO",45.45787,9.21453,"Apartment","Entire home/apt",4,1,2,"$65.00",60,60,0,60,1800
"11007","italy","milan","2020-05-15",24592642,"BUENOS AIRES - VENEZIA",45.48294,9.20956,"Apartment","Entire home/apt",2,1,2,"$80.00",1,4,0,80,2400
"11008","italy","milan","2020-05-15",24593821,"DUOMO",45.45753,9.19141,"Apartment","Entire home/apt",2,0,2,"$120.00",2,30,30,NA,0
"11009","italy","milan","2020-05-15",24596665,"GIAMBELLINO",45.45298,9.15281,"Apartment","Private room",2,1,1,"$35.00",3,1125,0,35,1050
"11010","italy","milan","2020-05-15",24597686,"BUENOS AIRES - VENEZIA",45.48229,9.2219,"Villa","Private room",1,1,1,"$45.00",30,1125,29,45,45
"11011","italy","milan","2020-05-15",24598072,"XXII MARZO",45.46267,9.21035,"Loft","Entire home/apt",2,1,1,"$59.00",2,1125,20,72,720
"11012","italy","milan","2020-05-15",24599218,"BUENOS AIRES - VENEZIA",45.48254,9.22104,"Villa","Private room",1,1,1,"$45.00",21,1125,29,45,45
"11013","italy","milan","2020-05-15",24605025,"SARPI",45.48594,9.16047,"Apartment","Entire home/apt",1,1,2,"$64.00",2,27,30,NA,0
"11014","italy","milan","2020-05-15",24615483,"ISOLA",45.49045,9.19156,"Apartment","Entire home/apt",4,0,2,"$72.00",1,300,30,NA,0
